Serial,Event,&quot;Governorate&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
3623,EPIDEMIC,Sa'adah,2006/0/0,0,0,0
3622,EPIDEMIC,Al Maharah,2006/0/0,0,0,0
3621,EPIDEMIC,Al Maharah,2006/0/0,0,0,0
3620,EPIDEMIC,Al Maharah,2006/0/0,0,0,0
3618,EPIDEMIC,Dhamar,2006/0/0,0,0,0
3617,EPIDEMIC,Dhamar,2006/0/0,0,0,0
3616,EPIDEMIC,Dhamar,2006/0/0,0,0,0
3615,EPIDEMIC,Dhamar,2006/0/0,0,0,0
3614,EPIDEMIC,Dhamar,2006/0/0,0,0,0
3613,EPIDEMIC,Dhamar,2006/0/0,0,0,0
3612,EPIDEMIC,Al Hudaydah,2006/0/0,0,0,0
3611,EPIDEMIC,Al Hudaydah,2006/0/0,0,0,0
3610,EPIDEMIC,Al Mahwit,2006/0/0,0,0,0
3609,EPIDEMIC,Al Mahwit,2006/0/0,0,0,0
3608,EPIDEMIC,Al Mahwit,2006/0/0,0,0,0
3588,EPIDEMIC,Taizz,2005/0/0,0,0,0
3587,EPIDEMIC,Al Hudaydah,2005/0/0,0,0,0
3586,EPIDEMIC,Al Dhale'e,2005/0/0,0,0,0
3585,EPIDEMIC,Al Bayda,2005/0/0,0,0,0
3584,EPIDEMIC,Aden,2005/0/0,0,0,0
3583,EPIDEMIC,Abyan,2005/0/0,0,0,0
3582,EPIDEMIC,Hadramaut,2005/0/0,0,0,0
3581,EPIDEMIC,Dhamar,2005/0/0,0,0,0
3580,EPIDEMIC,Amran,2005/0/0,0,0,0
3579,EPIDEMIC,Al Mahwit,2005/0/0,0,0,0
3578,EPIDEMIC,Al Maharah,2005/0/0,0,0,0
3577,EPIDEMIC,Amanat Al Asimah,2005/0/0,0,0,0
3576,EPIDEMIC,Al Jawf,2005/0/0,0,0,0
3575,EPIDEMIC,Al Jawf,2005/0/0,0,0,0
3574,EPIDEMIC,Amran,2004/0/0,0,0,0
3573,EPIDEMIC,Al Jawf,2004/0/0,0,0,0
3572,EPIDEMIC,Ibb,2004/0/0,0,0,0
3571,EPIDEMIC,Hajjah,2004/0/0,0,0,0
3570,EPIDEMIC,Dhamar,2004/0/0,0,0,0
3569,EPIDEMIC,Al Mahwit,2004/0/0,0,0,0
3568,EPIDEMIC,Lahj,2004/0/0,0,0,0
3567,EPIDEMIC,Sa'adah,2004/0/0,0,0,0
3566,EPIDEMIC,Aden,2004/0/0,0,0,0
3565,EPIDEMIC,Sana'a,2004/0/0,0,0,0
3564,EPIDEMIC,Amanat Al Asimah,2004/0/0,0,0,0
3563,EPIDEMIC,Al Jawf,2004/0/0,0,0,0
3562,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
3561,EPIDEMIC,Al Maharah,2004/0/0,0,0,0
3560,EPIDEMIC,Al Hudaydah,2004/0/0,0,0,0
3559,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
3558,EPIDEMIC,Shabwah,2004/0/0,0,0,0
3557,EPIDEMIC,Taizz,2009/0/0,0,0,0
3556,EPIDEMIC,Taizz,2009/0/0,0,0,0
3555,EPIDEMIC,Taizz,2009/0/0,0,0,0
3554,EPIDEMIC,Taizz,2009/0/0,0,0,0
3553,EPIDEMIC,Taizz,2009/0/0,0,0,0
3552,EPIDEMIC,Taizz,2009/0/0,0,0,0
3551,EPIDEMIC,Taizz,2009/0/0,0,0,0
3550,EPIDEMIC,Taizz,2009/0/0,0,0,0
3549,EPIDEMIC,Taizz,2009/0/0,0,0,0
3548,EPIDEMIC,Taizz,2009/0/0,0,0,0
3547,EPIDEMIC,Taizz,2009/0/0,0,0,0
3546,EPIDEMIC,Taizz,2009/0/0,0,0,0
3545,EPIDEMIC,Taizz,2009/0/0,0,0,0
3544,EPIDEMIC,Taizz,2009/0/0,0,0,0
3543,EPIDEMIC,Taizz,2009/0/0,0,0,0
3542,EPIDEMIC,Taizz,2009/0/0,0,0,0
3541,EPIDEMIC,Taizz,2009/0/0,0,0,0
3540,EPIDEMIC,Taizz,2009/0/0,0,0,0
3539,EPIDEMIC,Sa'adah,2002/0/0,0,0,0
3538,EPIDEMIC,Al Dhale'e,2002/0/0,0,0,0
3537,EPIDEMIC,Al Jawf,2002/0/0,0,0,0
3536,EPIDEMIC,Marib,2002/0/0,0,0,0
3535,EPIDEMIC,Hajjah,2002/0/0,0,0,0
3534,EPIDEMIC,Sa'adah,2002/0/0,0,0,0
3533,EPIDEMIC,Al Dhale'e,2002/0/0,0,0,0
3532,EPIDEMIC,Al Jawf,2002/0/0,0,0,0
3531,EPIDEMIC,Marib,2002/0/0,0,0,0
3530,EPIDEMIC,Hajjah,2002/0/0,0,0,0
3529,EPIDEMIC,Sa'adah,2002/0/0,0,0,0
3528,EPIDEMIC,Hadramaut,2002/0/0,0,0,0
3527,EPIDEMIC,Al Dhale'e,2002/0/0,0,0,0
3526,EPIDEMIC,Al Jawf,2002/0/0,0,0,0
3525,EPIDEMIC,Dhamar,2002/0/0,0,0,0
3524,EPIDEMIC,Hajjah,2002/0/0,0,0,0
3523,EPIDEMIC,Sana'a,2002/0/0,0,0,0
3522,EPIDEMIC,Al Jawf,2002/0/0,0,0,0
3521,EPIDEMIC,Ibb,2002/0/0,0,0,0
3520,EPIDEMIC,Al Bayda,2002/0/0,0,0,0
3519,EPIDEMIC,Al Dhale'e,2002/0/0,0,0,0
3518,EPIDEMIC,Hadramaut,2002/0/0,0,0,0
3517,EPIDEMIC,Sa'adah,2002/0/0,0,0,0
3516,EPIDEMIC,Al Mahwit,2002/0/0,0,0,0
3515,EPIDEMIC,Lahj,2002/0/0,0,0,0
3514,EPIDEMIC,Abyan,2002/0/0,0,0,0
3513,EPIDEMIC,Shabwah,2002/0/0,0,0,0
3512,EPIDEMIC,Al Hudaydah,2002/0/0,0,0,0
3511,EPIDEMIC,Taizz,2002/0/0,0,0,0
3510,EPIDEMIC,Amanat Al Asimah,2002/0/0,0,0,0
3509,EPIDEMIC,Aden,2002/0/0,0,0,0
3508,EPIDEMIC,Al Maharah,2002/0/0,0,0,0
3507,EPIDEMIC,Hadramaut,2002/0/0,0,0,0
3506,EPIDEMIC,Taizz,2001/0/0,0,0,0
3505,EPIDEMIC,Taizz,2001/0/0,0,0,0
3504,EPIDEMIC,Taizz,2001/0/0,0,0,0
3503,EPIDEMIC,Taizz,2001/0/0,0,0,0
3502,EPIDEMIC,Hadramaut,2001/0/0,0,0,0
3501,EPIDEMIC,Hadramaut,2001/0/0,0,0,0
3480,EPIDEMIC,Al Jawf,1998/0/0,0,0,0
3479,EPIDEMIC,Al Jawf,1998/0/0,0,0,0
3478,EPIDEMIC,Al Jawf,1998/0/0,0,0,0
3477,EPIDEMIC,Al Jawf,1998/0/0,0,0,0
3476,EPIDEMIC,Al Jawf,1998/0/0,0,0,0
3475,EPIDEMIC,Al Jawf,1998/0/0,0,0,0
3474,EPIDEMIC,Dhamar,1994/0/0,0,0,0
3473,EPIDEMIC,Amran,1994/0/0,0,0,0
3472,EPIDEMIC,Shabwah,1994/0/0,0,0,0
3471,EPIDEMIC,Hajjah,1994/0/0,0,0,0
3470,EPIDEMIC,Marib,1994/0/0,0,0,0
3469,EPIDEMIC,Taizz,1994/0/0,0,0,0
3468,EPIDEMIC,Sa'adah,1994/0/0,0,0,0
3467,EPIDEMIC,Sana'a,1994/0/0,0,0,0
3466,EPIDEMIC,Dhamar,1997/0/0,0,0,0
3465,EPIDEMIC,Amran,1997/0/0,0,0,0
3464,EPIDEMIC,Shabwah,1997/0/0,0,0,0
3463,EPIDEMIC,Hajjah,1997/0/0,0,0,0
3462,EPIDEMIC,Marib,1997/0/0,0,0,0
3461,EPIDEMIC,Taizz,1997/0/0,0,0,0
3460,EPIDEMIC,Sa'adah,1997/0/0,0,0,0
3459,EPIDEMIC,Sana'a,1997/0/0,0,0,0
3458,EPIDEMIC,Dhamar,1995/0/0,0,0,0
3457,EPIDEMIC,Amran,1995/0/0,0,0,0
3456,EPIDEMIC,Shabwah,1995/0/0,0,0,0
3455,EPIDEMIC,Hajjah,1995/0/0,0,0,0
3454,EPIDEMIC,Marib,1995/0/0,0,0,0
3453,EPIDEMIC,Taizz,1995/0/0,0,0,0
3452,EPIDEMIC,Sa'adah,1995/0/0,0,0,0
3451,EPIDEMIC,Sana'a,1995/0/0,0,0,0
3450,EPIDEMIC,Aden,2009/0/0,0,0,0
3449,EPIDEMIC,Aden,2009/0/0,0,0,0
3448,EPIDEMIC,Aden,2009/0/0,0,0,0
3447,EPIDEMIC,Aden,2009/0/0,0,0,0
3446,EPIDEMIC,Aden,2009/0/0,0,0,0
3445,EPIDEMIC,Aden,2009/0/0,0,0,0
3444,EPIDEMIC,Aden,2009/0/0,0,0,0
3443,EPIDEMIC,Aden,2009/0/0,0,0,0
3442,EPIDEMIC,Aden,2009/0/0,0,0,0
3441,EPIDEMIC,Aden,2009/0/0,0,0,0
3430,EPIDEMIC,Aden,2009/0/0,0,0,0
3429,EPIDEMIC,Aden,2009/0/0,0,0,0
3428,EPIDEMIC,Aden,2009/0/0,0,0,0
3427,EPIDEMIC,Aden,2009/0/0,0,0,0
3426,EPIDEMIC,Aden,1995/0/0,0,0,0
3425,EPIDEMIC,Aden,1995/0/0,0,0,0
3424,EPIDEMIC,Aden,1995/0/0,0,0,0
3423,EPIDEMIC,Lahj,1995/0/0,0,0,0
3422,EPIDEMIC,Lahj,1995/0/0,0,0,0
3421,EPIDEMIC,Lahj,1995/0/0,0,0,0
3420,EPIDEMIC,Al Hudaydah,1995/0/0,0,0,0
3419,EPIDEMIC,Al Hudaydah,1995/0/0,0,0,0
3418,EPIDEMIC,Al Hudaydah,1995/0/0,0,0,0
3417,EPIDEMIC,Taizz,1995/0/0,0,0,0
3416,EPIDEMIC,Taizz,1995/0/0,0,0,0
3415,EPIDEMIC,Taizz,1995/0/0,0,0,0
3414,EPIDEMIC,Sana'a,1995/0/0,0,0,0
3413,EPIDEMIC,Sana'a,1995/0/0,0,0,0
3412,EPIDEMIC,Sana'a,1995/0/0,0,0,0
3411,EPIDEMIC,Amanat Al Asimah,1995/0/0,0,0,0
3410,EPIDEMIC,Amanat Al Asimah,1995/0/0,0,0,0
3409,EPIDEMIC,Amanat Al Asimah,1995/0/0,0,0,0
3408,EPIDEMIC,Al Maharah,1995/0/0,0,0,0
3407,EPIDEMIC,Al Bayda,1995/0/0,0,0,0
3406,EPIDEMIC,Al Mahwit,1995/0/0,0,0,0
3405,EPIDEMIC,Hajjah,1995/0/0,0,0,0
3404,EPIDEMIC,Abyan,1995/0/0,0,0,0
3403,EPIDEMIC,Sa'adah,1995/0/0,0,0,0
3402,EPIDEMIC,Dhamar,1995/0/0,0,0,0
3401,EPIDEMIC,Sana'a,1995/0/0,0,0,0
3400,EPIDEMIC,Hadramaut,1995/0/0,0,0,0
3399,EPIDEMIC,Ibb,1995/0/0,0,0,0
3398,EPIDEMIC,Lahj,1995/0/0,0,0,0
3397,EPIDEMIC,Al Hudaydah,1995/0/0,0,0,0
3396,EPIDEMIC,Taizz,1995/0/0,0,0,0
3395,EPIDEMIC,Aden,1995/0/0,0,0,0
3394,EPIDEMIC,Amanat Al Asimah,1995/0/0,0,0,0
3393,EPIDEMIC,Dhamar,1995/0/0,0,0,0
3392,EPIDEMIC,Dhamar,1995/0/0,0,0,0
3391,EPIDEMIC,Dhamar,1995/0/0,0,0,0
3390,EPIDEMIC,Abyan,1995/0/0,0,0,0
3389,EPIDEMIC,Abyan,1995/0/0,0,0,0
3388,EPIDEMIC,Abyan,1995/0/0,0,0,0
3387,EPIDEMIC,Ibb,1995/0/0,0,0,0
3386,EPIDEMIC,Ibb,1995/0/0,0,0,0
3385,EPIDEMIC,Ibb,1995/0/0,0,0,0
3384,EPIDEMIC,Marib,1995/0/0,0,0,0
3383,EPIDEMIC,Marib,1995/0/0,0,0,0
3382,EPIDEMIC,Marib,1995/0/0,0,0,0
3381,EPIDEMIC,Al Maharah,1995/0/0,0,0,0
3380,EPIDEMIC,Al Maharah,1995/0/0,0,0,0
3379,EPIDEMIC,Al Maharah,1995/0/0,0,0,0
3358,EPIDEMIC,Hajjah,1995/0/0,0,0,0
3357,EPIDEMIC,Hajjah,1995/0/0,0,0,0
3356,EPIDEMIC,Hajjah,1995/0/0,0,0,0
3355,EPIDEMIC,Hajjah,1995/0/0,0,0,0
3354,EPIDEMIC,Hajjah,1995/0/0,0,0,0
3353,EPIDEMIC,Hajjah,1995/0/0,0,0,0
3352,EPIDEMIC,Al Maharah,1995/0/0,0,0,0
3351,EPIDEMIC,Al Maharah,1995/0/0,0,0,0
3350,EPIDEMIC,Al Maharah,1995/0/0,0,0,0
3349,EPIDEMIC,Al Maharah,1995/0/0,0,0,0
3348,EPIDEMIC,Al Bayda,1995/0/0,0,0,0
3347,EPIDEMIC,Al Bayda,1995/0/0,0,0,0
3346,EPIDEMIC,Al Bayda,1995/0/0,0,0,0
3345,EPIDEMIC,Al Bayda,1995/0/0,0,0,0
3344,EPIDEMIC,Al Bayda,1995/0/0,0,0,0
3343,EPIDEMIC,Marib,1995/0/0,0,0,0
3342,EPIDEMIC,Marib,1995/0/0,0,0,0
3341,EPIDEMIC,Marib,1995/0/0,0,0,0
3340,EPIDEMIC,Marib,1995/0/0,0,0,0
3339,EPIDEMIC,Marib,1995/0/0,0,0,0
3338,EPIDEMIC,Taizz,1995/0/0,0,0,0
3337,EPIDEMIC,Taizz,1995/0/0,0,0,0
3336,EPIDEMIC,Taizz,1995/0/0,0,0,0
3335,EPIDEMIC,Taizz,1995/0/0,0,0,0
3334,EPIDEMIC,Dhamar,1995/0/0,0,0,0
3333,EPIDEMIC,Dhamar,1995/0/0,0,0,0
3332,EPIDEMIC,Dhamar,1995/0/0,0,0,0
3331,EPIDEMIC,Dhamar,1995/0/0,0,0,0
3330,EPIDEMIC,Dhamar,1995/0/0,0,0,0
3329,EPIDEMIC,Dhamar,1995/0/0,0,0,0
3328,EPIDEMIC,Hadramaut,1995/0/0,0,0,0
3327,EPIDEMIC,Hadramaut,1995/0/0,0,0,0
3326,EPIDEMIC,Hadramaut,1995/0/0,0,0,0
3325,EPIDEMIC,Hadramaut,1995/0/0,0,0,0
3324,EPIDEMIC,Hadramaut,1995/0/0,0,0,0
3323,EPIDEMIC,Hadramaut,1995/0/0,0,0,0
3322,EPIDEMIC,Lahj,1995/0/0,0,0,0
3321,EPIDEMIC,Lahj,1995/0/0,0,0,0
3320,EPIDEMIC,Lahj,1995/0/0,0,0,0
3319,EPIDEMIC,Lahj,1995/0/0,0,0,0
3318,EPIDEMIC,Lahj,1995/0/0,0,0,0
3317,EPIDEMIC,Lahj,1995/0/0,0,0,0
3316,EPIDEMIC,Lahj,1995/0/0,0,0,0
3315,EPIDEMIC,Sana'a,1995/0/0,0,0,0
3314,EPIDEMIC,Sana'a,1995/0/0,0,0,0
3313,EPIDEMIC,Sana'a,1995/0/0,0,0,0
3312,EPIDEMIC,Sana'a,1995/0/0,0,0,0
3311,EPIDEMIC,Sana'a,1995/0/0,0,0,0
3310,EPIDEMIC,Sana'a,1995/0/0,0,0,0
3309,EPIDEMIC,Sana'a,1995/0/0,0,0,0
3308,EPIDEMIC,Aden,1995/0/0,0,0,0
3307,EPIDEMIC,Aden,1995/0/0,0,0,0
3306,EPIDEMIC,Aden,1995/0/0,0,0,0
3305,EPIDEMIC,Aden,1995/0/0,0,0,0
3304,EPIDEMIC,Aden,1995/0/0,0,0,0
3303,EPIDEMIC,Aden,1995/0/0,0,0,0
3302,EPIDEMIC,Lahj,1996/0/0,0,0,0
3301,EPIDEMIC,Al Maharah,1996/0/0,0,0,0
3300,EPIDEMIC,Hadramaut,1996/0/0,0,0,0
3299,EPIDEMIC,Sa'adah,1996/0/0,0,0,0
3298,EPIDEMIC,Ibb,1996/0/0,0,0,0
3297,EPIDEMIC,Al Mahwit,1996/0/0,0,0,0
3296,EPIDEMIC,Hajjah,1996/0/0,0,0,0
3295,EPIDEMIC,Taizz,1996/0/0,0,0,0
3294,EPIDEMIC,Abyan,1996/0/0,0,0,0
3293,EPIDEMIC,Al Bayda,1996/0/0,0,0,0
3292,EPIDEMIC,Dhamar,1996/0/0,0,0,0
3291,EPIDEMIC,Shabwah,1996/0/0,0,0,0
3290,EPIDEMIC,Sana'a,1996/0/0,0,0,0
3289,EPIDEMIC,Al Jawf,1996/0/0,0,0,0
3288,EPIDEMIC,Marib,1996/0/0,0,0,0
3287,EPIDEMIC,Al Maharah,1996/0/0,0,0,0
3286,EPIDEMIC,Dhamar,1996/0/0,0,0,0
3285,EPIDEMIC,Abyan,1996/0/0,0,0,0
3284,EPIDEMIC,Lahj,1996/0/0,0,0,0
3283,EPIDEMIC,Hajjah,1996/0/0,0,0,0
3282,EPIDEMIC,Ibb,1996/0/0,0,0,0
3281,EPIDEMIC,Hadramaut,1996/0/0,0,0,0
3280,EPIDEMIC,Al Hudaydah,1996/0/0,0,0,0
3279,EPIDEMIC,Taizz,1996/0/0,0,0,0
3278,EPIDEMIC,Taizz,1996/0/0,0,0,0
3277,EPIDEMIC,Aden,1996/0/0,0,0,0
3276,EPIDEMIC,Sana'a,1996/0/0,0,0,0
3275,EPIDEMIC,Abyan,1996/0/0,0,0,0
3274,EPIDEMIC,Abyan,1996/0/0,0,0,0
3273,EPIDEMIC,Abyan,1996/0/0,0,0,0
3272,EPIDEMIC,Ibb,1996/0/0,0,0,0
3271,EPIDEMIC,Ibb,1996/0/0,0,0,0
3270,EPIDEMIC,Ibb,1996/0/0,0,0,0
3269,EPIDEMIC,Lahj,1996/0/0,0,0,0
3268,EPIDEMIC,Lahj,1996/0/0,0,0,0
3267,EPIDEMIC,Lahj,1996/0/0,0,0,0
3266,EPIDEMIC,Al Hudaydah,1996/0/0,0,0,0
3265,EPIDEMIC,Al Hudaydah,1996/0/0,0,0,0
3264,EPIDEMIC,Al Hudaydah,1996/0/0,0,0,0
3263,EPIDEMIC,Taizz,1996/0/0,0,0,0
3262,EPIDEMIC,Taizz,1996/0/0,0,0,0
3261,EPIDEMIC,Taizz,1996/0/0,0,0,0
3260,EPIDEMIC,Aden,1996/0/0,0,0,0
3259,EPIDEMIC,Aden,1996/0/0,0,0,0
3258,EPIDEMIC,Aden,1996/0/0,0,0,0
3257,EPIDEMIC,Sana'a,1996/0/0,0,0,0
3256,EPIDEMIC,Sana'a,1996/0/0,0,0,0
3255,EPIDEMIC,Sana'a,1996/0/0,0,0,0
3254,EPIDEMIC,Amanat Al Asimah,1996/0/0,0,0,0
3253,EPIDEMIC,Amanat Al Asimah,1996/0/0,0,0,0
3252,EPIDEMIC,Amanat Al Asimah,1996/0/0,0,0,0
3251,EPIDEMIC,Al Jawf,1996/0/0,0,0,0
3250,EPIDEMIC,Marib,1996/0/0,0,0,0
3249,EPIDEMIC,Marib,1996/0/0,0,0,0
3248,EPIDEMIC,Marib,1996/0/0,0,0,0
3247,EPIDEMIC,Al Maharah,1996/0/0,0,0,0
3246,EPIDEMIC,Al Maharah,1996/0/0,0,0,0
3245,EPIDEMIC,Al Maharah,1996/0/0,0,0,0
3244,EPIDEMIC,Al Mahwit,1996/0/0,0,0,0
3243,EPIDEMIC,Al Mahwit,1996/0/0,0,0,0
3242,EPIDEMIC,Al Mahwit,1996/0/0,0,0,0
3241,EPIDEMIC,Sa'adah,1996/0/0,0,0,0
3240,EPIDEMIC,Sa'adah,1996/0/0,0,0,0
3239,EPIDEMIC,Sa'adah,1996/0/0,0,0,0
3238,EPIDEMIC,Hadramaut,1996/0/0,0,0,0
3237,EPIDEMIC,Hadramaut,1996/0/0,0,0,0
3236,EPIDEMIC,Hadramaut,1996/0/0,0,0,0
3235,EPIDEMIC,Al Bayda,1996/0/0,0,0,0
3234,EPIDEMIC,Al Bayda,1996/0/0,0,0,0
3233,EPIDEMIC,Al Bayda,1996/0/0,0,0,0
3232,EPIDEMIC,Hajjah,1996/0/0,0,0,0
3231,EPIDEMIC,Hajjah,1996/0/0,0,0,0
3230,EPIDEMIC,Hajjah,1996/0/0,0,0,0
3229,EPIDEMIC,Shabwah,1996/0/0,0,0,0
3228,EPIDEMIC,Shabwah,1996/0/0,0,0,0
3227,EPIDEMIC,Shabwah,1996/0/0,0,0,0
3226,EPIDEMIC,Dhamar,1996/0/0,0,0,0
3225,EPIDEMIC,Dhamar,1996/0/0,0,0,0
3224,EPIDEMIC,Dhamar,1996/0/0,0,0,0
3223,EPIDEMIC,Hajjah,1997/0/0,0,0,0
3222,EPIDEMIC,Dhamar,1997/0/0,0,0,0
3221,EPIDEMIC,Ibb,1997/0/0,0,0,0
3220,EPIDEMIC,Lahj,1997/0/0,0,0,0
3219,EPIDEMIC,Al Hudaydah,1997/0/0,0,0,0
3218,EPIDEMIC,Taizz,1997/0/0,0,0,0
3217,EPIDEMIC,Aden,1997/0/0,0,0,0
3216,EPIDEMIC,Sana'a,1997/0/0,0,0,0
3215,EPIDEMIC,Amanat Al Asimah,1997/0/0,0,0,0
3214,EPIDEMIC,Al Jawf,1997/0/0,0,0,0
3213,EPIDEMIC,Marib,1997/0/0,0,0,0
3212,EPIDEMIC,Al Mahwit,1997/0/0,0,0,0
3211,EPIDEMIC,Sa'adah,1997/0/0,0,0,0
3210,EPIDEMIC,Hadramaut,1997/0/0,0,0,0
3209,EPIDEMIC,Hajjah,1997/0/0,0,0,0
3208,EPIDEMIC,Shabwah,1997/0/0,0,0,0
3207,EPIDEMIC,Dhamar,1997/0/0,0,0,0
3206,EPIDEMIC,Abyan,1997/0/0,0,0,0
3205,EPIDEMIC,Ibb,1997/0/0,0,0,0
3204,EPIDEMIC,Lahj,1997/0/0,0,0,0
3203,EPIDEMIC,Al Hudaydah,1997/0/0,0,0,0
3202,EPIDEMIC,Taizz,1997/0/0,0,0,0
3201,EPIDEMIC,Aden,1997/0/0,0,0,0
3200,EPIDEMIC,Sana'a,1997/0/0,0,0,0
3199,EPIDEMIC,Amanat Al Asimah,1997/0/0,0,0,0
3198,EPIDEMIC,Marib,1998/0/0,0,0,0
3197,EPIDEMIC,Al Maharah,1998/0/0,0,0,0
3196,EPIDEMIC,Al Mahwit,1998/0/0,0,0,0
3195,EPIDEMIC,Sa'adah,1998/0/0,0,0,0
3194,EPIDEMIC,Hadramaut,1998/0/0,0,0,0
3193,EPIDEMIC,Al Bayda,1998/0/0,0,0,0
3192,EPIDEMIC,Hajjah,1998/0/0,0,0,0
3191,EPIDEMIC,Shabwah,1998/0/0,0,0,0
3190,EPIDEMIC,Dhamar,1998/0/0,0,0,0
3189,EPIDEMIC,Abyan,1998/0/0,0,0,0
3188,EPIDEMIC,Ibb,1998/0/0,0,0,0
3179,EPIDEMIC,Aden,1998/10/0,0,0,0
3178,EPIDEMIC,Aden,1998/9/0,0,0,0
3177,EPIDEMIC,Aden,1998/8/0,0,0,0
3176,EPIDEMIC,Aden,1998/7/0,0,0,0
3175,EPIDEMIC,Aden,1998/6/0,0,0,0
3174,EPIDEMIC,Aden,1998/5/0,0,0,0
3173,EPIDEMIC,Aden,1998/4/0,0,0,0
3172,EPIDEMIC,Aden,1998/3/0,0,0,0
3171,EPIDEMIC,Aden,1998/2/0,0,0,0
3170,EPIDEMIC,Aden,1998/1/0,0,0,0
3169,EPIDEMIC,Marib,1998/6/0,0,0,0
3168,EPIDEMIC,Marib,1998/5/0,0,0,0
3167,EPIDEMIC,Marib,1998/4/0,0,0,0
3166,EPIDEMIC,Marib,1998/3/0,0,0,0
3165,EPIDEMIC,Marib,1998/2/0,0,0,0
3164,EPIDEMIC,Marib,1998/1/0,0,0,0
3163,EPIDEMIC,Dhamar,1996/0/0,0,0,0
3162,EPIDEMIC,Amran,1996/0/0,0,0,0
3161,EPIDEMIC,Shabwah,1996/0/0,0,0,0
3160,EPIDEMIC,Hajjah,1996/0/0,0,0,0
3159,EPIDEMIC,Marib,1996/0/0,0,0,0
3158,EPIDEMIC,Taizz,1996/0/0,0,0,0
3157,EPIDEMIC,Sa'adah,1996/0/0,0,0,0
3156,EPIDEMIC,Sana'a,1996/0/0,0,0,0
3155,EPIDEMIC,Aden,1995/0/0,0,0,0
3154,EPIDEMIC,Aden,1995/0/0,0,0,0
3153,EPIDEMIC,Aden,1995/0/0,0,0,0
3152,EPIDEMIC,Aden,1995/0/0,0,0,0
3151,EPIDEMIC,Sa'adah,1998/8/0,0,0,0
3150,EPIDEMIC,Sa'adah,1998/7/0,0,0,0
3149,EPIDEMIC,Shabwah,1998/6/0,0,0,0
3148,EPIDEMIC,Sa'adah,1998/5/0,0,0,0
3147,EPIDEMIC,Sa'adah,1998/4/0,0,0,0
3146,EPIDEMIC,Sa'adah,1998/3/0,0,0,0
3145,EPIDEMIC,Sa'adah,1998/2/0,0,0,0
3144,EPIDEMIC,Sa'adah,1998/1/0,0,0,0
3143,EPIDEMIC,Hajjah,1998/12/0,0,0,0
3142,EPIDEMIC,Hajjah,1998/11/0,0,0,0
3141,EPIDEMIC,Hajjah,1998/10/0,0,0,0
3140,EPIDEMIC,Hajjah,1998/9/0,0,0,0
3139,EPIDEMIC,Hajjah,1998/8/0,0,0,0
3138,EPIDEMIC,Hajjah,1998/7/0,0,0,0
3137,EPIDEMIC,Hajjah,1998/6/0,0,0,0
3136,EPIDEMIC,Hajjah,1998/5/0,0,0,0
3135,EPIDEMIC,Hajjah,1998/4/0,0,0,0
3134,EPIDEMIC,Hajjah,1998/3/0,0,0,0
3133,EPIDEMIC,Hajjah,1998/2/0,0,0,0
3132,EPIDEMIC,Hajjah,1998/1/0,0,0,0
3131,EPIDEMIC,Dhamar,1998/12/0,0,0,0
3130,EPIDEMIC,Shabwah,1998/11/0,0,0,0
3129,EPIDEMIC,Shabwah,1998/10/0,0,0,0
3128,EPIDEMIC,Shabwah,1998/9/0,0,0,0
3127,EPIDEMIC,Shabwah,1998/8/0,0,0,0
3126,EPIDEMIC,Shabwah,1998/7/0,0,0,0
3125,EPIDEMIC,Shabwah,1998/6/0,0,0,0
3124,EPIDEMIC,Shabwah,1998/5/0,0,0,0
3123,EPIDEMIC,Shabwah,1998/4/0,0,0,0
3122,EPIDEMIC,Shabwah,1998/3/0,0,0,0
3121,EPIDEMIC,Shabwah,1998/2/0,0,0,0
3120,EPIDEMIC,Shabwah,1998/1/0,0,0,0
319,EPIDEMIC,Abyan,1998/1/0,0,0,0
3108,EPIDEMIC,Al Hudaydah,1998/11/0,0,0,0
3107,EPIDEMIC,Al Hudaydah,1998/8/0,0,0,0
3106,EPIDEMIC,Al Hudaydah,1998/5/0,0,0,0
3105,EPIDEMIC,Al Hudaydah,1998/2/0,0,0,0
3104,EPIDEMIC,Taizz,1998/12/0,0,0,0
3103,EPIDEMIC,Taizz,1998/11/0,0,0,0
3102,EPIDEMIC,Taizz,1998/10/0,0,0,0
3101,EPIDEMIC,Taizz,1998/9/0,0,0,0
3100,EPIDEMIC,Taizz,1998/8/0,0,0,0
3099,EPIDEMIC,Taizz,1998/7/0,0,0,0
3098,EPIDEMIC,Taizz,1998/6/0,0,0,0
3097,EPIDEMIC,Taizz,1998/5/0,0,0,0
3096,EPIDEMIC,Taizz,1998/4/0,0,0,0
3095,EPIDEMIC,Taizz,1998/3/0,0,0,0
3094,EPIDEMIC,Taizz,1998/2/0,0,0,0
3093,EPIDEMIC,Taizz,1998/1/0,0,0,0
3092,EPIDEMIC,Al Maharah,1998/0/0,0,0,0
3091,EPIDEMIC,Al Maharah,1998/0/0,0,0,0
3090,EPIDEMIC,Marib,1998/0/0,0,0,0
3089,EPIDEMIC,Marib,1998/0/0,0,0,0
3088,EPIDEMIC,Al Jawf,1998/0/0,0,0,0
3087,EPIDEMIC,Al Jawf,1998/0/0,0,0,0
3086,EPIDEMIC,Al Jawf,1998/0/0,0,0,0
